emp_no,first_name,last_name,dept_name,from_date,to_date
11846,Fai,Perly,Production,1994-06-22,9999-01-01
11853,Zeljko,Kusakabe,Marketing,1988-11-17,9999-01-01
11857,Divier,Farrag,Sales,1986-08-27,9999-01-01
11862,Alejandra,Deville,Quality Management,2000-11-22,9999-01-01
11864,Pradeep,Kriebel,Customer Service,1995-11-02,9999-01-01
11868,Kwee,Demke,Quality Management,1995-04-03,9999-01-01
11869,Fumino,Luca,Production,1996-08-12,9999-01-01
11871,Nalini,Sommen,Development,1993-10-13,9999-01-01
11872,Cheong,Riexinger,Marketing,1994-02-12,9999-01-01
11876,Leszek,Kobuchi,Development,1991-06-08,9999-01-01
11881,Arra,Staelin,Sales,1990-04-08,9999-01-01
11888,Badri,Azulay,Marketing,1994-11-28,9999-01-01
11894,Mitchel,Validov,Development,1988-06-22,9999-01-01
11896,Shaunak,Benzmuller,Production,1990-07-04,9999-01-01
11897,Cordelia,Setlzner,Sales,1988-06-16,9999-01-01
11906,Hideo,Boguraev,Development,1999-02-07,9999-01-01
11911,Ashish,Mondadori,Development,1990-06-05,9999-01-01
11915,Miomir,Mawatari,Production,1992-06-28,9999-01-01
11917,Jiakeng,VanScheik,Production,1997-03-08,9999-01-01
11926,Leni,Felcyn,Production,1998-09-18,9999-01-01
11931,Gunilla,Chiodo,Research,1991-01-13,9999-01-01
11933,Basil,Erman,Development,1987-06-13,9999-01-01
11938,Aruna,Verspoor,Production,2001-10-19,9999-01-01
11940,Ult,Anido,Development,1996-11-02,9999-01-01
11944,Along,Aumann,Quality Management,1994-12-01,9999-01-01
11945,Limsoon,Marakhovsky,Human Resources,1994-01-21,9999-01-01
11948,Yahiko,Nergos,Customer Service,2001-01-25,9999-01-01
11949,Martijn,Harbusch,Production,1985-03-11,9999-01-01
11951,Bernt,Haumacher,Development,1989-10-14,9999-01-01
11965,Arup,Morrey,Production,1993-10-07,9999-01-01
11972,Sibyl,Beausoleil,Marketing,1994-04-25,9999-01-01
11980,Yechezkel,Pews,Sales,1998-02-18,9999-01-01
11983,Jaana,Hedayat,Development,1986-10-11,9999-01-01
11989,Erzsebet,Peltason,Production,1989-01-07,9999-01-01
11993,Marit,Dalphin,Human Resources,1996-10-22,9999-01-01
11994,Sigeru,Fiebach,Marketing,1993-11-11,9999-01-01
12007,Marko,Dehkordi,Development,1989-05-17,9999-01-01
12011,Zhilian,Coorg,Sales,1988-07-22,9999-01-01
12015,Kensei,Guenter,Research,1999-11-16,9999-01-01
12021,Chikara,Rahimi,Production,1991-09-30,9999-01-01
12023,Chuanyi,Eppinger,Quality Management,1994-12-08,9999-01-01
12024,Mayumi,Lanzelotte,Human Resources,1997-11-03,9999-01-01
12028,Ingemar,Walstra,Development,1992-09-02,9999-01-01
12030,Shuky,Cromarty,Human Resources,1996-06-24,9999-01-01
12034,Aemilian,Piazza,Sales,1995-11-22,9999-01-01
12036,Mads,Ratzlaff,Sales,1995-07-01,9999-01-01
12037,Arunas,Katzenelson,Customer Service,1986-10-01,9999-01-01
12040,Bluma,Kermarrec,Marketing,1998-09-28,9999-01-01
12043,Masaki,Lubachevsky,Research,2000-01-05,9999-01-01
12044,Rance,Hemaspaandra,Production,1990-04-19,9999-01-01
12047,Jordanka,Ligten,Quality Management,1996-08-23,9999-01-01
12050,Yuchang,Tchuente,Production,1989-04-01,9999-01-01
12053,Yechezkel,Pelc,Production,1989-11-12,9999-01-01
12054,Odysseas,Braccini,Sales,1999-08-06,9999-01-01
12060,Toshimi,Antonakopoulos,Quality Management,1996-06-21,9999-01-01
12062,Margareta,Worfolk,Human Resources,1996-01-04,9999-01-01
12063,Lein,Bale,Production,1994-07-24,9999-01-01
12069,Ayonca,Burnard,Development,1985-05-13,9999-01-01
12070,Ger,Shokrollahi,Development,1988-11-14,9999-01-01
12076,Karlis,Siprelle,Sales,1985-03-25,9999-01-01
12080,Panayotis,Feinberg,Sales,1993-05-17,9999-01-01
12082,Xinan,Yamaashi,Sales,1986-01-29,9999-01-01
12089,Bilhanan,Socorro,Human Resources,1986-10-22,9999-01-01
12090,Shigenori,Angelopoulos,Production,1999-10-03,9999-01-01
12091,Lansing,Cunliffe,Quality Management,1989-03-21,9999-01-01
12092,Kauko,Unno,Research,1998-08-08,9999-01-01
12093,Evgueni,Oxenboll,Development,1994-01-19,9999-01-01
12094,Weiru,Pearson,Customer Service,1989-04-27,9999-01-01
12099,Nobuyoshi,Kuzuoka,Sales,1994-02-15,9999-01-01
12102,Aron,Erde,Sales,1994-02-17,9999-01-01
12112,Satyanarayana,Avouris,Finance,1989-09-26,9999-01-01
12114,Shiv,Rubsam,Research,1997-02-04,9999-01-01
12122,Satoru,Krone,Production,1987-07-24,9999-01-01
12123,Xiahua,Syrzycki,Research,1987-07-18,9999-01-01
12125,Shounak,Erman,Production,1999-09-01,9999-01-01
12138,Takahito,Brender,Production,1996-02-23,9999-01-01
12140,Xudong,Paciorek,Human Resources,1996-11-15,9999-01-01
12149,Suebskul,Grandbois,Sales,1988-10-01,9999-01-01
12159,Shem,Perly,Development,1985-07-17,9999-01-01
12160,Aamer,Garrabrants,Sales,1989-09-19,9999-01-01
12164,Muneo,Chachaty,Development,1996-05-14,9999-01-01
12165,Xiaobin,Maquelin,Development,1994-08-29,9999-01-01
12168,Arnd,Salverda,Customer Service,1996-06-21,9999-01-01
12172,Jianhua,Llado,Human Resources,1990-12-08,9999-01-01
12174,Slavian,Plavsic,Development,1996-01-09,9999-01-01
12183,Harngdar,Iisaku,Quality Management,1998-04-04,9999-01-01
12186,Guther,Nooteboom,Customer Service,1993-01-24,9999-01-01
12190,Abdulah,Engberts,Development,1997-12-13,9999-01-01
12191,Rosella,Bazzichi,Production,1998-11-22,9999-01-01
12192,Feiyu,Klyachko,Quality Management,1986-09-02,9999-01-01
12205,Sushant,Rossi,Development,1987-11-11,9999-01-01
12206,Barton,Janetzko,Development,1985-03-27,9999-01-01
12210,Vugranam,Ashish,Research,1992-11-08,9999-01-01
12213,Kwangho,Brizzi,Sales,1994-11-01,9999-01-01
12216,Aloke,Mansanne,Quality Management,1995-10-25,9999-01-01
12218,Yaghout,Strooper,Quality Management,1991-03-12,9999-01-01
12219,Junsik,Gadepally,Research,1995-06-13,9999-01-01
12221,Vincent,Melter,Development,1985-09-16,9999-01-01
12222,Abdelwaheb,Holburn,Finance,1987-08-15,9999-01-01
12223,Niteen,Koyama,Production,1986-08-13,9999-01-01
12230,Yuriy,Bellone,Development,1997-04-13,9999-01-01
12231,Nishit,Bharadwaj,Production,1990-05-19,9999-01-01
12235,Honesty,Haumacher,Sales,1997-07-10,9999-01-01
12242,Satoru,Wolniewicz,Development,1994-11-12,9999-01-01
12247,Subbu,Penttonen,Development,1985-04-09,9999-01-01
12249,Eldridge,Sadowski,Development,1987-06-21,9999-01-01
12250,Kerhong,Aloia,Development,1991-04-25,9999-01-01
12256,Guadalupe,Reghbati,Human Resources,1985-08-26,9999-01-01
12258,Kankanahalli,Eiter,Development,1990-06-22,9999-01-01
12264,Mart,Pagter,Development,1998-01-09,9999-01-01
12269,Mohammed,Whitcomb,Quality Management,2001-03-31,9999-01-01
12270,Shakhar,Kornyak,Research,1989-08-19,9999-01-01
12272,Behnaam,Grandbois,Human Resources,1987-12-08,9999-01-01
12273,Jaideep,Uehara,Sales,1991-02-14,9999-01-01
12281,Hisao,Langford,Development,1993-09-22,9999-01-01
12282,Tadahiro,Delgrange,Development,1999-10-06,9999-01-01
12291,Masamitsu,Koyama,Sales,1993-03-29,9999-01-01
12298,Tetsurou,Rodham,Research,1998-12-14,9999-01-01
12308,Mototsugu,Cronau,Human Resources,1996-09-20,9999-01-01
12311,Susanne,Lubachevsky,Development,1985-10-22,9999-01-01
12316,Hyuncheol,Duclos,Production,1992-04-05,9999-01-01
12317,Weiyi,Crabtree,Production,2001-01-21,9999-01-01
12327,DAIDA,Bruckman,Development,1986-10-16,9999-01-01
12328,Atilio,Prampolini,Human Resources,1997-05-03,9999-01-01
12338,Kagan,Besselaar,Finance,1997-01-10,9999-01-01
12339,Pranay,Czaja,Research,1996-07-18,9999-01-01
12341,Rasiah,Luga,Development,1985-05-25,9999-01-01
12343,Sorina,Slaats,Production,2000-09-03,9999-01-01
12355,Vidar,Hutton,Production,1989-11-08,9999-01-01
12364,Neelam,Cummings,Production,1998-11-02,9999-01-01
12365,Kamakshi,Bisiani,Production,1988-09-12,9999-01-01
12368,Gor,Dechter,Marketing,1992-06-14,9999-01-01
12373,Mooi,Driscoll,Sales,1993-11-11,9999-01-01
12379,Kazuhisa,Serna,Development,1996-06-02,9999-01-01
12381,Amalendu,Klerer,Research,1989-06-24,9999-01-01
12388,Arumugam,Hebert,Production,1999-04-25,9999-01-01
12394,Stevo,Reeken,Quality Management,1998-09-26,9999-01-01
12395,Sanjit,Felder,Finance,1995-06-05,9999-01-01
12399,Mihalis,Luga,Sales,1987-12-07,9999-01-01
12411,Shao,Ibel,Sales,1986-08-17,9999-01-01
12413,Hugh,Gadepally,Production,1994-03-04,9999-01-01
12417,Dannz,Spelt,Production,1998-02-02,9999-01-01
12421,Toshimi,Gulik,Development,1991-10-30,9999-01-01
12422,Berhard,Demos,Human Resources,1993-06-07,9999-01-01
12426,Shahaf,Valtorta,Quality Management,1999-05-17,9999-01-01
12427,Zissis,Daescu,Research,1992-09-09,9999-01-01
12434,Xumin,Bernardinello,Production,1994-09-11,9999-01-01
12438,Yongmao,Mondadori,Customer Service,2000-03-20,9999-01-01
12450,Sanjeeva,Perng,Development,1992-02-02,9999-01-01
12452,Hiroyasu,Francisci,Production,1997-09-28,9999-01-01
12454,Kerryn,Farris,Sales,1998-12-18,9999-01-01
12464,Shai,Milicic,Sales,1998-06-01,9999-01-01
12466,Cullen,Nations,Finance,1994-02-19,9999-01-01
12468,Ioana,Baezner,Human Resources,1993-12-08,9999-01-01
12475,Filipe,Roison,Development,1987-04-26,9999-01-01
12480,Tetsushi,Schade,Finance,1997-12-21,9999-01-01
12487,Mona,Reghbati,Finance,1998-12-11,9999-01-01
12488,Etsuo,Gerteisen,Development,1990-04-27,9999-01-01
12489,Arnould,Munck,Development,1986-04-11,9999-01-01
12490,Jackson,Muchinsky,Development,1994-05-09,9999-01-01
12492,Kristinn,Hammerschmidt,Production,1992-11-16,9999-01-01
12497,Stein,Penz,Sales,1989-09-25,9999-01-01
12499,Izaskun,Lamba,Sales,1990-08-27,9999-01-01
12501,Morrie,Matheson,Finance,1986-06-05,9999-01-01
12502,Danil,VanScheik,Production,1989-06-06,9999-01-01
12504,Adly,Rosaz,Production,1997-08-14,9999-01-01
12506,Gay,Rodite,Production,1990-08-29,9999-01-01
12509,Rutger,Krzyzanowski,Customer Service,1991-09-26,9999-01-01
12514,Tomofumi,Melter,Development,1999-11-13,9999-01-01
12515,Pranav,Wilharm,Production,1994-01-27,9999-01-01
12520,Goetz,Basart,Production,1999-03-06,9999-01-01
12522,Trygve,Zhang,Production,1999-01-28,9999-01-01
12523,Tonia,Casley,Sales,1990-01-22,9999-01-01
12524,Tetsushi,Demeyer,Development,1996-12-19,9999-01-01
12528,Conor,Cincotta,Customer Service,1988-09-24,9999-01-01
12534,Yongmao,Gerlach,Production,1985-08-14,9999-01-01
12537,Avishai,Gonthier,Marketing,1995-06-21,9999-01-01
12540,Poornachandra,Bresenham,Human Resources,1998-11-28,9999-01-01
12541,Shih,Nanard,Sales,1988-08-31,9999-01-01
12542,Kazuhide,Bouloucos,Human Resources,1987-09-12,9999-01-01
12551,Jeane,Tzvieli,Production,1987-12-04,9999-01-01
12553,Aral,Vesna,Human Resources,1987-02-28,9999-01-01
12555,Spyrose,DuCasse,Development,1995-07-23,9999-01-01
12557,Stafford,Kopetz,Production,1994-09-23,9999-01-01
12558,Danco,Niizuma,Quality Management,1989-08-12,9999-01-01
12563,Honesty,Ducloy,Development,1998-03-08,9999-01-01
12564,Remco,Nitsche,Finance,1998-11-03,9999-01-01
12571,Abdelaziz,Candan,Production,1997-04-23,9999-01-01
12574,Mong,Gelosh,Development,1999-01-08,9999-01-01
12586,Oguz,Tasistro,Quality Management,1994-04-30,9999-01-01
12588,Yagil,Kenevan,Development,1997-02-08,9999-01-01
12589,Anoosh,Chleq,Development,1988-09-08,9999-01-01
12590,Gita,Rosenbaum,Sales,1993-02-25,9999-01-01
12596,Breannda,Roisin,Human Resources,1996-09-29,9999-01-01
12597,Kazuhito,Petereit,Customer Service,1999-12-13,9999-01-01
12601,Ghassan,Simkin,Development,1992-07-09,9999-01-01
12603,Utpal,Roison,Human Resources,1997-06-10,9999-01-01
12608,Nectarios,Mondadori,Human Resources,1991-02-22,9999-01-01
12612,Chandrasekaran,Thimonier,Sales,1999-05-29,9999-01-01
12617,Shawna,Rusterholz,Sales,1991-03-03,9999-01-01
12623,Raimond,Scharstein,Marketing,1991-11-04,9999-01-01
12626,Gill,Comyn,Production,1990-09-25,9999-01-01
12630,Sreekrishna,Falco,Customer Service,1989-06-03,9999-01-01
12635,Xinyu,Restivo,Customer Service,1995-04-07,9999-01-01
12636,Yuuichi,Debuse,Customer Service,1989-10-22,9999-01-01
12638,Yuqun,Seiwald,Development,1999-04-29,9999-01-01
12639,Zeljko,Schapire,Production,1994-05-21,9999-01-01
12642,Suebskul,Gips,Marketing,1996-10-28,9999-01-01
12644,Bernt,Jayawardene,Production,1989-10-29,9999-01-01
12645,Kyoichi,Decaestecker,Sales,1999-05-21,9999-01-01
12651,Pragnesh,Bael,Sales,1988-01-27,9999-01-01
12656,Seshu,Morton,Customer Service,1995-05-17,9999-01-01
12662,Leucio,Alvarado,Development,1985-08-27,9999-01-01
12663,Nobuyoshi,Stellhorn,Development,1986-09-29,9999-01-01
12664,Zhonghua,Parveen,Customer Service,2001-03-12,9999-01-01
12666,Stamatina,Prenel,Production,1998-04-19,9999-01-01
12670,Seongbae,Alameldin,Production,1999-09-10,9999-01-01
12672,Mayumi,Varman,Quality Management,1998-04-02,9999-01-01
12680,Bader,Staudhammer,Marketing,1995-11-12,9999-01-01
12687,Weicheng,Badache,Sales,1998-04-12,9999-01-01
12689,Luerbio,Boudaillier,Development,1992-11-23,9999-01-01
12691,Oddvar,Gils,Production,1992-08-25,9999-01-01
12697,Uri,Brizzi,Human Resources,1986-07-11,9999-01-01
12707,Gregory,Zastre,Sales,1998-06-24,9999-01-01
12709,Ronghao,Botman,Development,1995-02-26,9999-01-01
12715,Honglan,Showalter,Finance,1996-07-05,9999-01-01
12717,Tzu,Jiafu,Research,1999-10-20,9999-01-01
12722,Elliott,Cheshire,Finance,1985-03-29,9999-01-01
12725,Inderjeet,Flexer,Human Resources,1994-05-28,9999-01-01
12726,Fumitake,Panwar,Development,1994-05-19,9999-01-01
12729,Nahla,Rahier,Customer Service,2000-09-10,9999-01-01
12731,Yongmao,Waymire,Human Resources,1988-04-05,9999-01-01
12732,Mara,Takanami,Sales,1988-04-06,9999-01-01
12734,Gil,Frijda,Development,1986-03-03,9999-01-01
12746,Heekeun,Lunn,Production,1991-07-08,9999-01-01
12747,Salvador,Atrawala,Production,2000-02-04,9999-01-01
12748,Berry,Kakkar,Quality Management,1998-12-13,9999-01-01
12753,Kazuhito,Syrotiuk,Production,1991-08-26,9999-01-01
12754,Ronnie,Tetzlaff,Quality Management,1993-09-17,9999-01-01
12755,Rildo,Rodite,Human Resources,1987-03-18,9999-01-01
12761,Hitofumi,Schaad,Sales,1996-05-06,9999-01-01
12769,Abdelwaheb,Gluchowski,Production,1994-09-02,9999-01-01
12770,Maik,Benzaken,Sales,1990-11-16,9999-01-01
12773,Jenwei,Lovengreen,Development,1985-03-05,9999-01-01
12774,Moon,Asrin,Development,1997-08-02,9999-01-01
12777,Sreenivas,Cichocki,Sales,1994-08-20,9999-01-01
12785,Bouchung,Armand,Customer Service,1997-03-03,9999-01-01
12786,Weiyi,Schusler,Production,1999-12-08,9999-01-01
12789,Sanjai,Felcyn,Development,1996-09-24,9999-01-01
12790,Gunilla,Perl,Sales,1995-08-08,9999-01-01
12795,Masoud,Fordan,Finance,1988-06-23,9999-01-01
12796,Saniya,Stanfel,Production,1992-05-24,9999-01-01
12798,Lillian,Beeson,Sales,1987-12-27,9999-01-01
12799,Tiina,Businaro,Human Resources,1993-12-25,9999-01-01
12803,Gad,Boissier,Marketing,1999-08-30,9999-01-01
12807,Gretta,Babb,Quality Management,1996-08-06,9999-01-01
12810,Kristof,Staelin,Development,1996-07-06,9999-01-01
12815,Sushant,Junot,Research,1985-02-27,9999-01-01
12819,Mountaz,Gubsky,Production,1989-09-09,9999-01-01
12821,Arco,Gihr,Research,2000-02-07,9999-01-01
12828,Oksana,Camurati,Finance,1999-06-07,9999-01-01
12829,Harngdar,Harbusch,Customer Service,1996-05-07,9999-01-01
12840,Zhensheng,Ferretti,Development,1994-09-10,9999-01-01
12843,Yinlin,Heijenga,Development,1993-10-23,9999-01-01
12848,Kazuhide,Smeets,Development,1997-05-11,9999-01-01
12851,Kwangyoen,Ramsay,Finance,1998-08-25,9999-01-01
12855,Mabhin,Murrill,Human Resources,1992-08-12,9999-01-01
12857,Alagu,Gils,Development,1995-07-05,9999-01-01
12863,Leif,Matheson,Production,1985-09-06,9999-01-01
12865,Katsuyuki,Rothe,Research,1994-02-14,9999-01-01
12868,Berthier,Nanard,Quality Management,1995-03-31,9999-01-01
12869,Jacopo,Swiler,Research,1999-01-02,9999-01-01
12872,Marl,Schmittgen,Sales,1986-09-09,9999-01-01
12879,Baruch,Eugenio,Development,1990-06-11,9999-01-01
12881,Huai,Yurek,Sales,1999-08-25,9999-01-01
12885,Anwar,Collavizza,Research,1997-05-30,9999-01-01
12887,Hilari,DuBourdieux,Development,1994-09-19,9999-01-01
12889,Mayumi,Mukaidono,Development,1999-04-28,9999-01-01
12890,Neven,Casley,Sales,1985-10-31,9999-01-01
12893,Licheng,Crouzet,Sales,1987-03-18,9999-01-01
12895,Roddy,Serot,Production,1993-08-15,9999-01-01
12899,Chinho,Sethi,Human Resources,1989-01-13,9999-01-01
12905,Munehiro,Gecsei,Development,1987-07-19,9999-01-01
12910,Uno,Casley,Customer Service,1998-03-16,9999-01-01
12915,Arco,Ligten,Sales,1994-04-01,9999-01-01
12923,Chaosheng,Journel,Development,1990-01-02,9999-01-01
12926,Heekeun,Luby,Research,1985-12-24,9999-01-01
12934,Adil,Solares,Development,1989-10-15,9999-01-01
12936,Reinhold,Farrow,Development,1994-11-10,9999-01-01
12940,Odinaldo,Farrar,Development,1987-12-12,9999-01-01
12941,Tommaso,Perelgut,Development,1986-11-06,9999-01-01
12944,Alselm,Benzmuller,Customer Service,1995-06-25,9999-01-01
12949,Geoff,Asrin,Development,1987-02-12,9999-01-01
12960,Tayeb,Navazio,Research,2001-08-25,9999-01-01
12962,Paraskevi,Beerel,Sales,1993-10-21,9999-01-01
12969,Mohan,Angot,Sales,1992-02-05,9999-01-01
12977,Byong,Markovitch,Development,1987-08-24,9999-01-01
12982,Sachem,Aamodt,Development,1992-01-11,9999-01-01
12983,Elliott,Hambrick,Finance,1999-06-28,9999-01-01
12986,Khun,Hennebert,Production,1990-09-20,9999-01-01
12987,Youngkon,Kading,Production,1993-05-03,9999-01-01
13000,Adhemar,Chiodo,Development,1997-07-05,9999-01-01
13002,Henk,Muhlberg,Development,1994-05-03,9999-01-01
13004,Fan,Beznosov,Production,1990-05-18,9999-01-01
13008,Jayesh,Zaumen,Quality Management,2000-01-07,9999-01-01
13011,Aamer,Glowinski,Development,1995-05-18,9999-01-01
13013,Heekeun,Baak,Production,2000-01-22,9999-01-01
13027,Paraskevi,Kohling,Production,1992-01-23,9999-01-01
13030,Yahiko,Kroll,Marketing,1993-11-25,9999-01-01
13034,Arunas,Rosen,Customer Service,1994-06-01,9999-01-01
13046,Vivian,Stafford,Finance,1987-04-19,9999-01-01
13047,Atilio,Chelton,Development,1992-02-26,9999-01-01
13048,Kerhong,Massonet,Development,1996-11-14,9999-01-01
13052,Aleksandar,Schlenzig,Development,1991-07-27,9999-01-01
13054,Samphel,Masamoto,Production,1994-12-21,9999-01-01
13065,Zine,Schiper,Sales,1992-01-27,9999-01-01
13067,Wayne,Kornyak,Development,1994-11-24,9999-01-01
13075,Rosella,Morrin,Marketing,1990-09-02,9999-01-01
13076,Deniz,Skafidas,Development,1995-01-28,9999-01-01
13084,Domenico,Pagter,Finance,1995-03-02,9999-01-01
13086,Dzung,Domenig,Human Resources,2000-01-27,9999-01-01
13093,Sajjan,Unno,Sales,1999-09-18,9999-01-01
13096,Ibibia,Armand,Quality Management,1994-04-22,9999-01-01
13103,Srinidhi,Ellozy,Development,1988-06-19,9999-01-01
13108,Rance,Matteis,Marketing,1989-12-14,9999-01-01
13110,Maria,Kamble,Development,1989-07-16,9999-01-01
13124,Quingbo,Garnick,Sales,1985-03-17,9999-01-01
13126,Parviz,Hennebert,Production,1994-03-08,9999-01-01
13133,Guther,Senzako,Customer Service,1991-06-13,9999-01-01
13134,Lorien,Chepyzhov,Production,1987-10-23,9999-01-01
13140,Shuji,Vidal,Research,1999-05-30,9999-01-01
13143,Qingxiang,Ventosa,Production,1990-02-25,9999-01-01
13144,Persi,Nollmann,Finance,1989-06-19,9999-01-01
13146,Haldon,Erie,Sales,1985-05-25,9999-01-01
13147,Shichao,Ginesta,Sales,1993-06-29,9999-01-01
13150,Mahmut,Stavenow,Quality Management,1998-01-03,9999-01-01
13156,Akeel,Millington,Development,1992-08-18,9999-01-01
13159,Jingling,Ranst,Finance,1999-08-12,9999-01-01
13161,Manu,Picci,Development,1990-01-02,9999-01-01
13165,Lucian,Benner,Quality Management,1988-03-16,9999-01-01
13168,Munir,Stentiford,Production,1987-09-11,9999-01-01
13170,Cheong,Bernardeschi,Human Resources,1998-09-21,9999-01-01
13171,Anoosh,Birnbaum,Quality Management,1987-08-31,9999-01-01
13173,Arve,Horswill,Sales,1987-09-24,9999-01-01
13175,Yucai,Swick,Production,1991-01-20,9999-01-01
13179,Moty,Janocha,Sales,1999-02-19,9999-01-01
13182,Kokou,Rodite,Production,1999-03-03,9999-01-01
13186,Kyoichi,Barbanera,Sales,1986-04-29,9999-01-01
13189,Yuuichi,Bazzichi,Research,1999-10-16,9999-01-01
13192,Rosita,Flowers,Production,2001-01-19,9999-01-01
13200,Weidon,Pauthner,Production,1991-08-07,9999-01-01
13202,Aram,Scharstein,Research,1986-03-29,9999-01-01
13203,Phule,Emmart,Customer Service,1990-01-12,9999-01-01
13204,Mircea,Pellegrinelli,Production,1996-12-16,9999-01-01
13206,Tetsurou,Rullman,Finance,1999-09-06,9999-01-01
13210,Jianhua,Klassen,Marketing,1997-08-10,9999-01-01
13213,Hein,Billawala,Sales,1988-08-30,9999-01-01
13216,Stabislas,Weedman,Customer Service,1999-05-23,9999-01-01
13227,Goncalo,Pell,Sales,1997-02-03,9999-01-01
13232,Mitchel,Fujisaki,Development,1986-06-02,9999-01-01
13233,Alselm,Chvatal,Development,1987-03-31,9999-01-01
13235,Taizo,Remmers,Customer Service,2000-07-29,9999-01-01
13238,Ebru,Foote,Sales,1993-10-10,9999-01-01
13240,King,Pileggi,Development,1994-03-10,9999-01-01
13246,Adil,Siepmann,Sales,1999-12-31,9999-01-01
13250,Zeydy,Schusler,Production,1988-10-28,9999-01-01
13252,Morris,Kavvadias,Research,1997-04-04,9999-01-01
13260,JoAnna,McDermid,Development,1997-02-08,9999-01-01
13263,Subhash,Zockler,Human Resources,2001-02-12,9999-01-01
13272,Arun,Jiang,Customer Service,1985-03-10,9999-01-01
13276,Yechiam,Seuren,Finance,1986-03-09,9999-01-01
13282,Cordelia,Macedo,Finance,1989-04-16,9999-01-01
13288,Muneo,Broomell,Human Resources,1987-04-14,9999-01-01
13290,Stamatina,Karner,Human Resources,1995-12-24,9999-01-01
13291,Georg,Stamatiou,Development,1986-10-30,9999-01-01
13294,Haldun,Stroustrup,Customer Service,1997-12-20,9999-01-01
13302,Mack,Alencar,Development,1990-09-26,9999-01-01
13303,Koldo,Rissanen,Sales,1997-03-01,9999-01-01
13309,Toshimori,Lipner,Production,1997-12-25,9999-01-01
13312,Filipp,Schurmann,Research,1999-11-16,9999-01-01
