emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
475965,Rimon,Pietracaprina,1965-01-02,1985-07-10,9999-01-01,Development
476055,Girolamo,Schlumberger,1965-01-03,1993-03-07,9999-01-01,Research
476122,Khun,Spieker,1965-01-04,1995-05-07,9999-01-01,Production
476327,Reinhold,Binkley,1965-01-31,1995-05-29,9999-01-01,Production
476361,Doohun,Preusig,1965-01-09,1993-04-28,9999-01-01,Research
477350,Terresa,Vigier,1965-01-01,1998-07-08,9999-01-01,Sales
477578,Marit,Paludetto,1965-01-23,1990-09-30,9999-01-01,Development
477969,Bluma,Mundy,1965-01-18,1991-10-18,9999-01-01,Development
478007,Fumino,Narahara,1965-01-06,1991-09-21,9999-01-01,Production
478170,Doowon,Schoegge,1965-01-22,1995-04-13,9999-01-01,Development
478218,Djenana,Erol,1965-01-02,1999-12-03,9999-01-01,Research
478439,Yuichiro,Bale,1965-01-15,1997-11-04,9999-01-01,Development
478768,Arun,Katzenelson,1965-01-03,1991-10-28,9999-01-01,Production
478799,Shaw,Borovoy,1965-01-18,1991-05-11,9999-01-01,Marketing
478833,Pradeep,Valiente,1965-01-30,1992-09-19,9999-01-01,Production
478858,Hidekazu,Perna,1965-01-20,1999-11-08,9999-01-01,Customer Service
479024,Ewing,Kalorkoti,1965-01-03,1996-12-21,9999-01-01,Production
479407,Randi,Tomescu,1965-01-18,1986-11-25,9999-01-01,Production
479601,Kayoko,Bahi,1965-01-19,1997-02-19,9999-01-01,Research
479695,Masamitsu,Murrill,1965-01-06,1999-06-23,9999-01-01,Marketing
480035,Sukumar,Georg,1965-01-26,1990-08-26,9999-01-01,Development
480066,Suebskul,Menhardt,1965-01-31,1994-07-26,9999-01-01,Quality Management
480178,Uinam,Rahier,1965-01-03,1991-02-10,9999-01-01,Research
480268,Gaurav,Cheshire,1965-01-18,1989-03-30,9999-01-01,Development
480407,Deniz,Bennis,1965-01-01,1989-06-24,9999-01-01,Development
481050,Weiru,Burnard,1965-01-16,1990-10-15,9999-01-01,Human Resources
481213,Shigehiro,Haldar,1965-01-08,1991-12-14,9999-01-01,Sales
481397,Luisa,Chelton,1965-01-31,1998-08-13,9999-01-01,Production
481764,Teiji,Marrakchi,1965-01-27,1986-08-26,9999-01-01,Production
481790,Haldun,Erie,1965-01-22,1999-01-01,9999-01-01,Research
482335,Kwangyoen,Peck,1965-01-26,1994-01-16,9999-01-01,Development
482354,Jayson,Zockler,1965-01-23,1999-11-06,9999-01-01,Research
482755,Jouni,Conia,1965-01-03,1994-10-31,9999-01-01,Marketing
482885,Shaunak,Brizzi,1965-01-29,1988-09-02,9999-01-01,Production
482905,Aral,Hebden,1965-01-16,1991-09-10,9999-01-01,Finance
482944,Duke,Journel,1965-01-26,1991-10-26,9999-01-01,Sales
483401,Rosita,Pokrovskii,1965-01-10,1996-08-03,9999-01-01,Sales
483675,Hausi,Kamber,1965-01-22,1988-02-16,9999-01-01,Production
483825,Marek,Mitchem,1965-01-22,1992-11-20,9999-01-01,Production
483838,Sham,Kavanagh,1965-01-03,1997-12-18,9999-01-01,Production
483978,Dung,Tanemo,1965-01-24,1990-01-28,9999-01-01,Sales
484126,Manton,Lueh,1965-01-05,1989-04-07,9999-01-01,Human Resources
484142,Perry,Cooman,1965-01-05,1987-04-23,9999-01-01,Human Resources
484498,Herbert,Hammerschmidt,1965-01-26,1996-08-22,9999-01-01,Production
484756,Phule,Ruemmler,1965-01-16,1990-08-09,9999-01-01,Development
485253,Gladys,Parhami,1965-01-14,1996-07-20,9999-01-01,Customer Service
485489,Keiichiro,Armand,1965-01-01,1986-12-14,9999-01-01,Development
485577,Rafael,Menhoudj,1965-01-30,1997-04-27,9999-01-01,Development
485579,Munehiro,Iwayama,1965-01-18,1986-12-16,9999-01-01,Development
485799,Yoshimitsu,Litvinov,1965-01-27,1997-11-22,9999-01-01,Research
485817,Mahmut,Bolotov,1965-01-29,1997-02-21,9999-01-01,Production
486068,Yefim,Bernardeschi,1965-01-11,1996-06-26,9999-01-01,Human Resources
486808,Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01,Quality Management
486918,Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01,Sales
486956,Matt,Ruemmler,1965-01-01,1993-10-14,9999-01-01,Production
486958,Tonny,Kropf,1965-01-06,1986-07-30,9999-01-01,Development
487008,Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01,Sales
487505,Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01,Research
487988,Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01,Human Resources
488095,Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01,Customer Service
488142,Denis,Narlikar,1965-01-05,1991-07-01,9999-01-01,Sales
488482,Kensyu,Tsunoo,1965-01-30,1999-12-05,9999-01-01,Development
488540,Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01,Finance
488619,Georgy,Bennis,1965-01-25,1998-04-11,9999-01-01,Production
488693,Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01,Development
488707,Mihalis,Remmers,1965-01-16,1990-03-01,9999-01-01,Sales
488752,Nimmagadda,Baja,1965-01-23,1994-02-09,9999-01-01,Marketing
488788,Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01,Customer Service
488984,Kendra,Junet,1965-01-18,1992-11-12,9999-01-01,Sales
489755,Matk,Chorvat,1965-01-14,1999-12-04,9999-01-01,Human Resources
489756,Kersti,Miculan,1965-01-01,1992-06-09,9999-01-01,Finance
489928,Satoru,Janetzko,1965-01-28,1997-07-26,9999-01-01,Development
490551,Lalit,Lindqvist,1965-01-01,1998-11-07,9999-01-01,Development
490557,Luise,Vigier,1965-01-27,1994-07-01,9999-01-01,Production
490568,Zita,Reistad,1965-01-01,1998-07-23,9999-01-01,Development
490720,Younwoo,Samarati,1965-01-19,2002-05-18,9999-01-01,Quality Management
491079,Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01,Development
491162,Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01,Development
491478,Gill,Varman,1965-01-16,1988-06-18,9999-01-01,Sales
491596,Charmane,Pargas,1965-01-21,1992-08-03,9999-01-01,Production
491632,Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01,Customer Service
492000,Valeska,Cools,1965-01-10,1993-12-16,9999-01-01,Human Resources
492052,Udo,Ratnakar,1965-01-11,1999-11-30,9999-01-01,Customer Service
492217,Heekeun,Verhaegen,1965-01-16,1991-09-28,9999-01-01,Development
492639,Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01,Development
492677,Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01,Production
493031,Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01,Customer Service
493048,Muzhong,Berztiss,1965-01-31,1995-01-23,9999-01-01,Sales
493096,Sachem,Msuda,1965-01-31,1995-04-07,9999-01-01,Development
493744,Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01,Production
494019,Morrie,Iisaku,1965-01-16,1991-05-06,9999-01-01,Marketing
494088,Phule,Dahlbom,1965-01-10,1989-02-06,9999-01-01,Production
494493,Masasuke,Koprowski,1965-01-10,1996-11-20,9999-01-01,Marketing
494995,Yongmao,Pouyioutas,1965-01-04,1989-08-24,9999-01-01,Sales
496100,Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01,Customer Service
496970,Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01,Production
496978,Danco,Debuse,1965-01-30,1993-09-10,9999-01-01,Marketing
497007,Oldrich,Adachi,1965-01-23,1998-08-09,9999-01-01,Customer Service
497174,Sanjiv,Bressoud,1965-01-02,1993-04-27,9999-01-01,Development
497340,Fayez,Keohane,1965-01-06,1990-09-19,9999-01-01,Marketing
497391,Paris,Lieblein,1965-01-30,1999-05-19,9999-01-01,Quality Management
497835,Shuho,Laurillard,1965-01-29,1999-10-06,9999-01-01,Production
498185,Caolyn,Marciano,1965-01-19,1999-06-06,9999-01-01,Development
498337,Naraig,Docker,1965-01-30,1997-05-17,9999-01-01,Sales
498456,Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01,Customer Service
498635,Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01,Sales
498838,Sanjay,Ciolek,1965-01-16,1989-12-13,9999-01-01,Research
498845,Arumugam,Pelc,1965-01-09,1999-11-13,9999-01-01,Development
498955,Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01,Production
499194,Padma,Delgrange,1965-01-29,1999-08-27,9999-01-01,Customer Service
499260,Danae,Honglei,1965-01-11,1998-09-14,9999-01-01,Production
499495,Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01,Development
